Año;Autoridad Portuaria;Graneles Líquidos;Graneles Sólidos;Mercancía General;Pesca Fresca;Avituallamiento;Tráfico Local;TOTAL TRAFICO;TEUS;Buques
1989;Ceuta;2.425.530;32.391;842.215;849;640.888;0;3.941.873;4.108;8.387
1989;Ferrol-S. Cibrao;31.978;742.798;108.257;1.338;17.994;2.480;904.845;74;432
1989;Gijón;1.225.880;10.716.827;297.911;4.246;129.910;85.443;12.460.217;4.308;901
1989;Huelva;5.994.549;3.814.342;512.926;45.130;84.274;29.338;10.480.559;0;2.025
1989;Las Palmas;2.903.538;852.347;3.830.978;330.460;1.854.126;0;9.771.449;201.688;11.568
1989;Málaga;7.281.687;527.518;475.020;7.500;78.928;4.500;8.375.153;3.172;1.243
1989;Marín y Ría de Pontevedra;5.409;251.832;338.868;62.974;66.283;0;725.366;0;242
1989;Melilla;31.704;10.112;374.680;87;17.258;0;433.841;6.634;819
1989;Pasaia;672.973;899.020;2.469.904;10.921;83.061;0;4.135.879;24.334;1.730
1989;Santa Cruz de Tenerife;7.596.457;1.074.733;3.481.099;2.863;1.234.551;0;13.389.703;158.294;13.136
1989;Santander;693.143;2.447.832;759.498;5.625;70.356;0;3.976.454;2.286;1.262
1989;Sevilla;131.194;1.879.250;625.651;3.268;28.414;18.940;2.686.717;30.328;921
1989;Tarragona;18.891.898;6.432.126;691.085;7.467;251.662;258.367;26.532.605;17.958;2.414
1989;Valencia;1.845.744;3.449.716;6.557.973;3.951;181.100;0;12.038.484;390.277;4.579
1989;Vigo;872.559;372.445;1.385.066;191.055;237.471;89.359;3.147.955;68.460;3.324
1989;Vilagarcía;99.816;211.470;98.584;53.734;10.985;19.329;493.918;0;386
1988;A Coruña;9.454.749;1.635.392;139.974;99.818;532.426;719.574;12.581.933;382;2.128
1988;Alicante;882.974;729.278;726.083;12.822;39.568;0;2.390.725;57.883;1.661
1988;Almería-Motril;259.664;7.350.339;241.837;8.841;48.063;0;7.908.744;463;1.021
1988;Avilés;396.255;1.449.492;1.102.394;15.485;36.471;0;3.000.097;0;880
1988;Bahía de Algeciras;14.993.828;1.446.791;5.485.756;35.141;919.929;851.108;23.732.553;412.078;7.887
1988;Bahía de Cádiz;629.740;669.489;1.600.834;40.544;307.082;0;3.247.689;101.265;1.722
1988;Baleares;712.227;294.458;2.653.736;1.844;136.446;0;3.798.711;122.161;3.561
1988;Barcelona;6.738.862;4.751.832;6.472.332;5.886;331.899;0;18.300.811;409.542;6.495
1988;Bilbao;15.719.785;6.400.361;4.212.134;299;373.977;2.474.682;29.181.238;176.857;3.679
1988;C.A.G.P;1.312.836;4.232.505;2.873.580;110.638;109.222;55.448;8.694.229;107.664;10.442
1988;Cartagena;8.061.446;1.406.272;733.731;881;98.482;2.255;10.303.067;20.506;1.294
1988;Castellón;6.260.922;340.949;385.146;13.466;29.513;0;7.029.996;1.548;725
1988;Ceuta;1.718.586;6.210;773.043;794;634.590;190.503;3.323.726;3.883;6.436
1988;Ferrol-S. Cibrao;80.350;755.381;137.558;1.490;30.787;230;1.005.796;0;417
1988;Gijón;1.125.951;9.326.121;359.338;4.131;108.627;67.357;10.991.525;1.744;898
1988;Huelva;6.063.603;4.294.870;382.269;37.231;83.284;0;10.861.257;2;1.943
1988;Las Palmas;2.634.436;385.260;3.192.998;227.174;1.824.444;0;8.264.312;155.671;9.358
1988;Málaga;7.098.613;552.292;495.341;9.164;74.585;0;8.229.995;3.221;1.259
1988;Marín y Ría de Pontevedra;7.009;279.679;358.575;41.928;60.114;0;747.305;0;307
1988;Melilla;34.868;19.469;322.374;135;18.670;0;395.516;6.025;826
1988;Pasaia;708.774;649.929;2.339.493;13.228;78.887;0;3.790.311;19.380;1.640
1988;Santa Cruz de Tenerife;7.153.299;830.784;2.450.943;3.588;1.228.535;0;11.667.149;148.020;7.902
1988;Santander;617.115;2.386.567;770.704;6.199;77.711;0;3.858.296;3.017;1.196
1988;Sevilla;184.314;1.827.493;638.152;3.751;24.082;19.480;2.697.272;30.989;940
1988;Tarragona;16.903.739;4.699.327;643.743;10.992;202.831;311.702;22.772.334;14.746;2.265
1988;Valencia;1.583.963;3.423.862;5.643.510;4.451;178.513;0;10.834.299;342.736;4.450
1988;Vigo;783.423;360.179;1.253.140;177.139;252.286;136.226;2.962.393;66.269;1.964
1988;Vilagarcía;93.314;174.440;121.916;64.392;14.259;12.091;480.412;0;424
1987;A Coruña;8.950.489;1.460.410;317.528;101.140;861.675;669.758;12.361.000;504;2.055
1987;Alicante;794.240;951.159;699.117;13.159;34.625;0;2.492.300;57.329;1.374
1987;Almería-Motril;233.004;7.222.426;301.013;11.603;44.590;0;7.812.636;472;848
1987;Avilés;360.370;1.592.773;1.291.773;15.181;38.456;0;3.298.553;0;893
1987;Bahía de Algeciras;16.142.404;1.386.817;5.617.853;42.098;922.684;817.625;24.929.481;429.508;8.004
1987;Bahía de Cádiz;2.224.246;629.144;1.305.260;38.097;300.391;0;4.497.138;94.133;1.754
1987;Baleares;697.987;278.105;2.221.299;1.838;131.557;0;3.330.786;122.943;3.417
1987;Barcelona;6.307.463;4.578.428;5.988.405;6.123;396.739;0;17.277.158;385.318;6.439
1987;Bilbao;14.665.795;5.457.483;3.862.062;308;569.241;2.091.260;26.646.149;161.820;3.641
1987;C.A.G.P;1.288.789;3.942.099;2.537.825;71.683;98.843;47.934;7.987.173;108.424;8.409
1987;Cartagena;11.760.655;1.328.000;658.054;868;140.135;18.744;13.906.456;22.219;1.461
1987;Castellón;6.161.774;300.573;306.962;15.125;35.639;0;6.820.073;823;729
1987;Ceuta;2.965.593;17.149;682.899;922;647.674;178.193;4.492.430;4.342;7.415
1987;Ferrol-S. Cibrao;30.563;745.798;236.084;1.117;25.909;668;1.040.139;0;503
1987;Gijón;1.107.821;9.681.615;351.256;3.763;105.729;65.902;11.316.086;1.182;801
1987;Huelva;5.664.893;3.870.331;435.910;40.203;94.354;0;10.105.691;6;1.907
1987;Las Palmas;2.782.817;373.556;3.086.442;217.763;1.950.431;0;8.411.009;150.669;9.106
1987;Málaga;6.727.047;593.638;415.945;11.942;78.078;0;7.826.650;2.929;1.320
1987;Marín y Ría de Pontevedra;9.342;202.043;260.383;23.994;45.600;0;541.362;0;303
1987;Melilla;32.336;56.894;315.539;522;23.285;0;428.576;4.480;809
1987;Pasaia;727.802;563.873;2.074.296;12.448;86.062;0;3.464.481;17.709;1.414
1987;Santa Cruz de Tenerife;8.287.822;812.520;2.351.504;14.803;1.210.929;0;12.677.578;151.819;7.877
1987;Santander;628.487;1.856.763;771.397;6.068;85.896;0;3.348.611;2.304;1.212
1987;Sevilla;155.713;1.847.257;673.712;4.167;26.875;19.840;2.727.564;39.227;1.046
1987;Tarragona;18.162.185;5.083.646;635.782;8.465;145.250;1.581;24.036.909;13.198;2.429
1987;Valencia;1.433.449;3.245.104;5.478.763;4.925;177.752;0;10.339.993;321.499;4.360
1987;Vigo;766.929;324.032;1.158.088;202.356;278.734;149.284;2.879.423;63.224;2.227
1987;Vilagarcía;34.906;170.801;121.284;53.302;12.543;7.973;400.809;0;357
1986;A Coruña;9.411.560;1.541.884;545.157;86.690;497.078;169.849;12.252.218;604;2.355
1986;Alicante;791.262;1.397.905;616.994;15.653;35.605;0;2.857.419;52.323;1.261
1986;Almería-Motril;227.085;7.258.589;251.131;11.215;45.215;0;7.793.235;250;834
1986;Avilés;320.672;2.640.654;1.307.339;16.397;47.579;0;4.332.641;0;1.040
1986;Bahía de Algeciras;14.905.157;1.407.807;4.840.125;32.955;792.165;921.694;22.899.903;384.158;7.665
1986;Bahía de Cádiz;2.077.042;630.534;1.157.753;38.745;318.752;0;4.222.826;85.348;1.680
1986;Baleares;590.976;208.598;2.049.994;1.966;294.238;0;3.145.772;103.521;3.135
1986;Barcelona;6.030.952;5.740.082;5.571.073;6.165;396.739;0;17.745.011;341.870;6.009
1986;Bilbao;15.454.744;4.717.133;3.836.809;339;559.322;1.768.769;26.337.116;129.856;3.474
1986;C.A.G.P;1.259.059;3.226.296;2.279.566;128.317;84.083;35.573;7.012.894;86.419;7.876
1986;Cartagena;9.545.881;1.414.061;620.502;949;122.502;9.672;11.713.567;20.823;1.381
1986;Castellón;6.785.167;229.492;363.288;15.934;29.959;0;7.423.840;133;774
1986;Ceuta;1.408.891;29.644;593.670;1.138;764.276;245.107;3.042.726;3.909;7.232
1986;Ferrol-S. Cibrao;12.598;668.645;178.478;1.002;28.147;150;889.020;0;475
1986;Gijón;1.111.614;9.059.883;594.198;2.638;122.118;63.152;10.953.603;898;977
1986;Huelva;7.061.368;3.602.333;434.137;32.966;88.031;2.114;11.220.949;33;1.782
1986;Las Palmas;2.791.440;252.332;2.796.007;356.761;1.997.622;0;8.194.162;116.995;8.817
1986;Málaga;6.364.892;713.605;390.803;13.108;103.473;0;7.585.881;3.719;1.247
1986;Marín y Ría de Pontevedra;14.646;277.763;202.546;9.307;53.674;0;557.936;415;303
1986;Melilla;29.566;41.045;282.463;956;24.026;0;378.056;2.955;752
1986;Pasaia;838.872;587.465;2.824.262;15.309;107.544;3.374;4.376.826;24.460;1.594
1986;Santa Cruz de Tenerife;9.096.869;689.668;1.947.200;51.759;974.528;0;12.760.024;113.270;7.130
1986;Santander;780.101;1.952.161;885.853;6.295;87.004;0;3.711.414;2.321;1.217
1986;Sevilla;125.337;1.645.791;685.904;4.284;30.424;19.840;2.511.580;33.714;1.010
1986;Tarragona;17.359.723;4.720.518;748.650;8.528;187.780;2.634;23.027.833;14.043;2.615
1986;Valencia;1.480.914;4.334.236;4.709.192;3.477;173.202;0;10.701.021;267.684;4.164
1986;Vigo;748.663;583.694;1.024.490;192.832;292.372;134.003;2.976.054;41.006;2.056
1986;Vilagarcía;39.920;195.197;117.538;50.593;12.534;3.431;419.213;0;333
1985;A Coruña;7.114.937;1.571.661;525.865;97.942;370.320;0;9.680.725;446;2.031
1985;Alicante;776.025;1.173.436;657.251;8.841;36.661;0;2.652.214;57.783;1.228
1985;Almería-Motril;231.531;7.332.752;118.348;12.710;45.363;0;7.740.704;0;871
1985;Avilés;287.062;2.567.134;1.521.068;14.089;46.348;0;4.435.701;0;1.105
1985;Bahía de Algeciras;14.212.766;841.782;4.565.752;31.597;542.535;786.807;20.981.239;350.573;8.416
1985;Bahía de Cádiz;1.539.699;466.811;1.520.573;38.451;397.246;0;3.962.780;111.522;1.756
1985;Baleares;604.676;256.664;2.018.526;2.222;223.784;0;3.105.872;111.909;3.043
1985;Barcelona;5.684.740;6.177.969;5.923.213;7.284;435.849;0;18.229.055;352.799;6.509
1985;Bilbao;15.434.924;5.844.296;4.577.168;264;710.071;2.069.695;28.636.418;149.381;4.059
1985;C.A.G.P;1.202.193;5.426.713;3.152.410;164.887;104.455;20.981;10.071.639;83.001;8.271
1985;Cartagena;9.614.288;1.349.645;567.800;1.183;89.249;24.691;11.646.856;21.333;1.423
1985;Castellón;6.604.174;231.391;632.626;9.546;45.979;0;7.523.716;309;846
1985;Ceuta;3.008.827;29.720;586.011;1.272;1.158.653;424.409;5.208.892;1.330;8.976
1985;Ferrol-S. Cibrao;30.958;780.783;315.179;1.129;37.199;0;1.165.248;0;522
1985;Gijón;1.210.258;11.040.703;634.733;2.479;111.155;6.282;13.005.610;838;1.099
1985;Huelva;5.314.714;3.521.655;427.078;36.772;87.792;0;9.388.011;16;1.656
1985;Las Palmas;2.511.112;465.423;2.894.176;301.149;1.947.432;0;8.119.292;104.753;9.003
1985;Málaga;6.038.603;648.846;402.306;11.684;119.043;0;7.220.482;4.764;1.313
1985;Marín y Ría de Pontevedra;15.121;231.772;159.042;13.831;59.974;0;479.740;0;280
1985;Melilla;31.604;44.842;285.241;1.958;27.782;0;391.427;2.644;834
1985;Pasaia;935.889;592.523;3.378.596;25.400;123.926;4.131;5.060.465;15.052;1.768
1985;Santa Cruz de Tenerife;8.579.271;541.961;2.082.061;71.215;992.712;0;12.267.220;101.856;7.027
1985;Santander;963.453;1.896.511;839.723;6.181;110.037;0;3.815.905;1.220;1.371
1985;Sevilla;580.591;1.743.339;887.907;4.810;36.686;19.770;3.273.103;29.617;1.201
1985;Tarragona;15.677.979;4.632.678;754.964;9.942;148.201;6.014;21.229.778;18.327;2.566
1985;Valencia;1.524.030;2.996.598;4.269.760;2.257;187.416;0;8.980.061;305.230;3.863
1985;Vigo;731.773;542.073;948.674;196.931;300.268;147.635;2.867.354;33.911;1.813
1985;Vilagarcía;37.997;191.671;129.890;42.364;11.620;954;414.496;0;640
1984;A Coruña;6.232.886;1.316.010;465.238;115.820;363.400;0;8.493.354;399;2.296
1984;Alicante;738.354;1.076.723;681.874;8.009;34.064;0;2.539.024;60.109;1.329
1984;Almería-Motril;220.261;5.624.779;105.332;14.886;49.907;0;6.015.165;0;840
1984;Avilés;238.496;2.602.592;1.485.834;13.674;58.272;0;4.398.868;0;997
1984;Bahía de Algeciras;13.479.918;289.136;4.616.262;33.808;495.935;716.025;19.631.084;341.887;8.519
1984;Bahía de Cádiz;1.612.197;782.662;1.217.280;46.061;395.538;0;4.053.738;98.620;1.788
1984;Baleares;675.837;239.789;1.962.798;2.136;354.772;0;3.235.332;83.720;3.133
1984;Barcelona;5.410.763;7.218.914;5.524.413;7.635;456.090;0;18.617.815;325.592;6.818
1984;Bilbao;13.599.390;5.320.469;4.713.525;218;689.459;1.742.356;26.065.417;154.692;3.680
1984;C.A.G.P;1.318.448;5.645.486;3.534.612;131.560;119.962;15.790;10.765.858;78.426;8.407
1984;Cartagena;8.347.220;1.408.098;663.715;1.253;133.745;10.594;10.564.625;19.864;1.619
1984;Castellón;6.039.725;217.029;843.509;10.252;78.676;0;7.189.191;8.744;923
1984;Ceuta;1.664.888;20.781;515.831;1.383;1.281.602;0;3.484.485;1.767;9.313
1984;Ferrol-S. Cibrao;32.440;950.476;233.649;1.201;50.273;361;1.268.400;27;483
1984;Gijón;1.245.588;9.141.548;522.047;3.275;100.232;2.878;11.015.568;1.606;1.108
1984;Huelva;4.816.471;4.201.487;464.922;33.802;86.615;95;9.603.392;62;1.609
1984;Las Palmas;2.344.017;460.328;2.282.708;311.800;1.924.859;0;7.323.712;98.794;9.228
1984;Málaga;5.625.470;497.546;539.018;11.544;90.742;0;6.764.320;3.955;1.361
1984;Marín y Ría de Pontevedra;17.694;186.572;148.198;13.424;62.843;0;428.731;24;371
1984;Melilla;33.909;44.220;256.703;2.949;39.643;0;377.424;2.338;833
1984;Pasaia;950.396;697.287;2.762.572;24.110;108.321;2.159;4.544.845;3.731;1.684
1984;Santa Cruz de Tenerife;9.770.117;581.996;1.767.858;70.893;1.274.766;0;13.465.630;90.344;7.232
1984;Santander;994.790;1.689.635;671.208;7.203;108.248;0;3.471.084;1.516;1.245
1984;Sevilla;746.414;1.017.301;1.516.197;4.851;37.266;19.525;3.341.554;18.324;1.285
1984;Tarragona;16.041.997;4.509.056;745.526;8.970;162.552;0;21.468.101;13.946;2.467
1984;Valencia;1.587.157;3.231.817;3.813.529;2.627;181.157;0;8.816.287;282.508;3.816
1984;Vigo;711.250;502.334;824.030;173.743;301.870;130.781;2.644.008;31.309;1.523
1984;Vilagarcía;33.250;190.012;119.547;33.270;11.561;13.338;400.978;0;745
1983;A Coruña;5.926.483;1.519.039;400.701;97.637;377.367;0;8.321.227;65;2.417
1983;Alicante;775.755;1.220.823;700.061;9.887;46.469;0;2.752.995;60.131;1.557
1983;Almería-Motril;244.364;4.389.337;108.550;15.043;70.945;0;4.828.239;0;923
1983;Avilés;339.774;2.966.868;1.473.722;13.835;62.909;0;4.857.108;0;1.236
1983;Bahía de Algeciras;12.943.944;218.129;3.712.593;38.839;375.641;644.623;17.933.769;290.348;8.248
1983;Bahía de Cádiz;2.580.079;486.026;1.279.249;44.355;425.564;0;4.815.273;89.566;1.994
1983;Baleares;642.912;234.404;1.921.095;2.225;379.092;0;3.179.728;79.733;3.390
1983;Barcelona;5.789.896;8.562.371;5.145.163;10.634;418.271;0;19.926.335;242.113;6.971
1983;Bilbao;13.487.549;5.845.417;3.628.403;341;711.060;2.074.900;25.747.670;127.106;3.859
1983;C.A.G.P;1.304.838;8.592.991;3.697.785;163.216;205.468;13.490;13.977.788;85.806;10.725
1983;Cartagena;9.905.064;1.865.120;515.729;2.115;131.691;22.713;12.442.432;12.750;1.725
1983;Castellón;5.564.440;205.959;1.114.416;10.662;59.167;0;6.954.644;11.979;969
1983;Ceuta;3.671.652;25.981;531.285;1.440;1.150.414;0;5.380.772;585;9.400
1983;Ferrol-S. Cibrao;46.819;627.234;291.182;1.196;43.763;6.347;1.016.541;0;503
1983;Gijón;1.362.215;8.242.745;590.507;2.207;102.969;446;10.301.089;2.051;1.199
1983;Huelva;4.976.430;3.989.292;578.375;34.522;107.684;0;9.686.303;153;1.610
1983;Las Palmas;2.311.304;485.690;2.184.908;282.003;1.675.258;0;6.939.163;79.910;9.242
1983;Málaga;5.836.440;625.779;539.453;18.230;97.992;0;7.117.894;4.433;1.579
1983;Marín y Ría de Pontevedra;3.185;248.761;151.043;35.946;65.074;12.160;516.169;473;286
1983;Melilla;31.630;32.833;239.176;2.824;39.576;0;346.039;2.446;1.054
1983;Pasaia;1.114.603;969.232;2.910.239;21.994;139.429;9.760;5.165.257;2.089;1.956
1983;Santa Cruz de Tenerife;11.411.951;632.860;1.795.535;72.751;1.487.657;0;15.400.754;101.879;7.501
1983;Santander;1.064.587;1.743.007;750.659;7.262;106.956;0;3.672.471;4.139;1.294
1983;Sevilla;738.408;1.474.623;1.335.839;6.344;40.672;19.870;3.615.756;21.985;1.334
1983;Tarragona;18.585.486;5.885.480;709.888;10.416;144.108;17.566;25.352.944;11.356;2.477
1983;Valencia;1.659.517;3.469.212;3.164.233;3.252;176.008;0;8.472.222;200.627;3.819
1983;Vigo;710.194;513.666;746.982;142.695;273.445;108.899;2.495.881;26.242;1.765
1983;Vilagarcía;35.304;189.063;138.978;23.936;10.610;495.690;893.581;0;1.646
1982;A Coruña;5.204.920;1.409.668;293.766;110.983;393.749;0;7.413.086;260;1.942
1982;Alicante;841.329;1.130.412;724.076;10.618;50.755;0;2.757.190;60.797;1.644
1982;Almería-Motril;292.472;4.015.747;228.856;15.977;54.952;0;4.608.004;0;882
1982;Avilés;375.079;2.701.091;1.303.752;13.635;68.031;0;4.461.588;0;1.280
1982;Bahía de Algeciras;14.440.479;143.709;3.760.190;50.715;379.280;476.779;19.251.152;285.643;8.111
1982;Bahía de Cádiz;609.705;351.423;836.736;29.216;282.878;0;2.109.958;52.048;1.458
1982;Baleares;759.304;211.538;1.704.829;2.010;451.824;0;3.129.505;73.952;3.466
1982;Barcelona;5.500.804;7.754.825;4.774.970;12.404;367.731;0;18.410.734;212.701;6.965
1982;Bilbao;11.504.975;5.750.192;4.089.117;241;613.055;2.045.534;24.003.114;113.813;4.027
1982;C.A.G.P;1.227.033;7.942.891;4.172.210;336.842;466.701;223.526;14.369.203;74.490;19.153
1982;Cartagena;12.406.631;1.917.268;330.551;1.825;136.782;15.726;14.808.783;11.116;1.890
1982;Castellón;5.369.931;180.109;1.019.314;12.235;54.449;0;6.636.038;10.346;973
1982;Ceuta;2.618.924;22.861;486.732;1.573;923.074;0;4.053.164;707;9.253
1982;Ferrol-S. Cibrao;81.404;486.049;203.933;1.891;48.492;5.772;827.541;0;496
1982;Gijón;1.360.543;9.476.781;667.676;3.451;105.261;675;11.614.387;737;1.255
1982;Huelva;5.088.094;3.749.892;474.951;35.879;110.028;1.238;9.460.082;315;1.498
1982;Las Palmas;1.653.979;365.293;2.233.609;353.446;1.803.270;0;6.409.597;86.923;9.247
1982;Málaga;5.396.391;688.462;654.078;12.451;118.480;0;6.869.862;784;1.597
1982;Marín y Ría de Pontevedra;0;313.480;150.495;19.743;63.969;16.458;564.145;0;269
1982;Melilla;38.750;26.635;254.355;4.291;47.287;0;371.318;2.057;1.093
1982;Pasaia;1.177.915;1.251.503;2.809.747;22.551;132.539;54.852;5.449.107;1.822;1.860
1982;Puerto Sta. María;42.914;249.488;306.601;10.054;94.602;0;703.659;8.540;337
1982;Santa Cruz de Tenerife;9.768.226;577.186;1.624.686;75.073;1.189.152;0;13.234.323;84.931;7.775
1982;Santander;1.021.352;1.937.463;560.505;6.674;103.465;0;3.629.459;3.925;1.252
1982;Sevilla;837.046;1.295.480;1.232.405;6.192;49.327;19.488;3.439.938;14.946;1.364
1982;Tarragona;12.547.327;5.671.913;545.125;9.927;141.727;25.827;18.941.846;8.638;2.325
1982;Valencia;1.677.361;3.479.274;3.097.120;2.872;194.421;0;8.451.048;188.437;3.910
1982;Vigo;700.200;684.332;679.832;169.690;275.808;113.565;2.623.427;17.330;1.834
1982;Vilagarcía;44.620;233.888;125.174;19.803;8.917;578.087;1.010.489;0;2.108
1981;A Coruña;6.516.418;1.244.941;423.672;111.760;376.676;0;8.673.467;336;2.121
1981;Alicante;834.230;302.360;1.482.920;10.930;45.047;0;2.675.487;61.618;1.719
1981;Almería-Motril;359.612;4.018.445;115.853;11.554;57.707;0;4.563.171;0;914
1981;Avilés;359.769;2.573.883;1.706.808;13.813;68.015;0;4.722.288;0;1.457
1981;Bahía de Algeciras;15.986.890;134.582;3.364.549;43.552;410.808;531.519;20.471.900;287.553;9.145
1981;Bahía de Cádiz;85.217;326.917;770.441;29.991;263.359;0;1.475.925;41.160;1.407
1981;Baleares;850.021;192.908;1.572.563;2.104;387.626;0;3.005.222;77.934;3.661
1981;Barcelona;5.973.328;7.297.366;4.459.814;14.668;400.045;0;18.145.221;207.748;7.043
1981;Bilbao;10.582.283;5.411.096;3.990.216;561;593.091;2.050.316;22.627.563;103.308;4.136
1981;C.A.G.P;1.230.605;8.442.000;4.012.299;374.981;470.822;236.943;14.767.650;77.656;20.233
1981;Cartagena;11.068.150;1.466.411;412.450;1.477;213.956;121.683;13.284.127;12.263;2.179
1981;Castellón;5.232.554;184.116;651.156;8.553;62.910;0;6.139.289;8.382;801
1981;Ceuta;2.847.824;26.767;466.671;1.266;610.498;0;3.953.026;708;9.468
1981;Ferrol-S. Cibrao;105.530;327.105;321.063;1.618;76.387;7.605;839.308;0;704
1981;Gijón;1.555.806;10.098.283;732.958;3.221;118.602;6.610;12.515.480;514;1.345
1981;Huelva;5.975.321;4.347.563;476.956;36.207;102.510;0;10.938.557;34;1.701
1981;Las Palmas;1.726.896;324.548;2.299.463;323.274;2.017.817;0;6.691.998;60.128;9.413
1981;Málaga;6.096.189;680.203;822.188;14.036;124.572;0;7.737.188;886;1.709
1981;Marín y Ría de Pontevedra;3.366;163.426;205.555;9.415;69.275;14.980;466.017;0;276
1981;Melilla;29.557;31.255;233.710;5.007;37.780;0;337.309;1.558;1.128
1981;Pasaia;1.322.062;1.187.384;2.366.261;22.293;133.441;91.184;5.122.625;2.643;1.979
1981;Puerto Sta. María;79.836;244.133;267.667;10.770;98.017;0;700.423;9.010;332
1981;San Esteban de Pravia;0;0;31.270;31;4.019;0;35.320;0;16
1981;Santa Cruz de Tenerife;10.872.670;575.466;1.649.870;69.829;1.249.535;0;14.417.370;70.218;7.574
1981;Santander;1.163.763;2.103.002;746.767;7.759;108.658;0;4.129.949;4.079;1.540
1981;Sevilla;872.308;1.500.454;1.022.929;4.133;35.708;19.488;3.455.020;16.310;1.321
1981;Tarragona;13.224.587;6.167.817;716.625;9.992;202.008;8.457;20.329.486;10.251;2.308
1981;Valencia;1.676.677;3.253.981;3.319.125;2.452;190.311;0;8.442.546;178.017;3.899
1981;Vigo;718.462;427.930;588.963;193.706;320.034;140.176;2.389.271;19.579;1.696
1981;Vilagarcía;43.158;292.867;148.897;18.429;11.071;644.631;1.159.053;0;2.232
1980;A Coruña;6.550.902;1.253.881;909.862;108.952;474.608;0;9.298.205;1.177;2.439
1980;Alicante;888.694;174.402;1.450.304;8.964;29.812;0;2.552.176;58.222;1.753
1980;Almería-Motril;417.893;3.970.393;141.507;9.799;50.403;0;4.589.995;0;829
1980;Avilés;355.434;3.286.032;1.419.203;11.045;70.752;0;5.142.466;0;1.542
1980;Bahía de Algeciras;18.704.239;128.812;2.979.744;40.360;454.607;646.512;22.954.274;240.488;9.207
1980;Bahía de Cádiz;100.845;208.281;742.888;26.467;206.750;0;1.285.231;44.631;1.449
1980;Baleares;846.351;201.957;1.616.063;2.229;427.117;0;3.093.717;93.965;4.142
1980;Barcelona;6.134.766;5.918.024;4.311.626;19.998;454.493;0;16.838.907;186.470;7.518
1980;Bilbao;13.124.191;5.084.145;3.603.993;871;666.873;1.753.951;24.234.024;89.999;4.111
1980;C.A.G.P;2.665.090;8.585.880;4.366.853;377.267;535.946;242.773;16.773.809;88.255;21.790
1980;Cartagena;11.672.887;1.381.971;405.996;1.094;281.502;23.767;13.767.217;8.912;2.313
1980;Castellón;4.579.060;201.868;662.543;7.617;57.781;0;5.508.869;12.648;857
1980;Ceuta;1.258.112;39.012;536.521;1.578;668.820;0;2.504.043;840;9.266
1980;Ferrol-S. Cibrao;130.436;451.214;224.164;1.925;49.413;7.154;864.306;0;532
1980;Gijón;1.965.820;9.663.842;758.303;2.901;165.815;1.740;12.558.421;491;1.846
1980;Huelva;5.244.678;4.249.660;390.716;40.536;152.306;0;10.077.896;751;1.792
1980;Las Palmas;1.415.199;376.514;2.329.786;256.733;1.615.087;0;5.993.319;64.224;8.894
1980;Málaga;6.588.975;712.887;717.141;13.758;137.972;0;8.170.733;4.018;1.820
1980;Marín y Ría de Pontevedra;1.650;197.033;210.747;9.233;73.015;19.012;510.690;0;240
1980;Melilla;40.516;75.331;207.926;3.970;30.923;0;358.666;856;1.159
1980;Pasaia;1.393.020;1.015.691;2.536.571;37.184;180.934;69.848;5.233.248;4.065;2.089
1980;Puerto Sta. María;59.680;204.828;247.752;10.921;90.505;0;613.686;9.526;283
1980;San Esteban de Pravia;0;0;22.221;36;3.664;0;25.921;0;13
1980;Santa Cruz de Tenerife;10.589.669;535.263;1.778.545;109.854;1.566.724;0;14.580.055;80.426;7.545
1980;Santander;1.630.837;1.914.724;754.924;9.033;100.468;0;4.409.986;2.665;1.831
1980;Sevilla;1.033.577;1.414.304;881.037;8.793;57.127;19.488;3.414.326;22.505;1.393
1980;Tarragona;14.076.471;4.522.829;859.139;11.136;339.237;23.318;19.832.130;5.021;2.403
1980;Valencia;2.073.846;2.913.048;2.834.002;3.590;179.538;0;8.004.024;117.916;4.317
1980;Vigo;789.089;418.300;658.271;178.702;358.273;142.133;2.544.768;19.299;1.845
1980;Vilagarcía;42.443;294.891;166.200;10.493;11.621;727.428;1.253.076;0;2.264
1979;A Coruña;5.876.609;1.168.093;374.527;112.840;480.236;0;8.012.305;1.204;2.020
1979;Alicante;975.138;179.864;1.328.700;10.316;39.280;0;2.533.298;61.319;1.944
1979;Almería-Motril;381.000;3.887.521;285.116;11.645;56.253;0;4.621.535;0;906
1979;Avilés;447.546;3.359.515;1.615.441;10.122;74.987;0;5.507.611;4;1.704
1979;Bahía de Algeciras;15.145.700;113.483;2.833.889;40.551;483.891;728.238;19.345.752;234.863;9.257
1979;Bahía de Cádiz;149.462;161.680;690.941;30.691;215.182;20.362;1.268.318;33.750;1.701
1979;Baleares;931.676;295.894;1.600.598;2.723;395.852;0;3.226.743;79.317;4.471
1979;Barcelona;5.983.677;4.994.174;4.847.572;18.375;472.794;1.764.702;18.081.294;176.581;7.794
1979;Bilbao;14.986.792;4.838.680;4.053.307;991;589.744;0;24.469.514;87.869;4.612
1979;C.A.G.P;2.465.960;4.677.564;2.879.954;375.552;509.289;207.805;11.116.124;79.721;17.846
1979;Cartagena;12.379.998;1.263.648;571.493;1.344;314.423;1.974;14.532.880;11.089;2.448
1979;Castellón;3.925.074;141.346;846.705;7.710;101.736;0;5.022.571;16.003;893
1979;Ceuta;663.026;28.011;509.650;2.058;710.823;5.743;1.919.311;1.729;8.828
